danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity
medium,high,low,low,low,low,low,125.019,217733,medium
medium,high,low,low,low,low,medium,103.501,221093,medium
medium,high,low,low,low,low,low,127.03,167533,medium
medium,high,low,low,low,medium,medium,105.236,210867,medium
medium,high,low,low,low,low,medium,115.993,188067,medium
low,high,low,low,low,low,low,115.522,232467,medium
low,high,low,low,low,low,medium,87.436,220403,medium
medium,medium,low,medium,low,low,low,77.861,225973,high
medium,low,low,high,low,low,low,147.464,260533,high
medium,medium,low,low,low,low,low,116.989,240693,medium
medium,medium,low,medium,low,low,medium,163.255,213707,high
medium,medium,low,low,high,low,low,103.021,208001,medium
medium,medium,low,high,low,low,medium,145.025,302827,medium
medium,low,low,high,low,low,low,85.96,239123,medium
medium,low,low,high,low,low,low,121.071,330307,medium
medium,medium,low,high,low,low,low,146.908,169693,low
medium,medium,low,high,low,low,low,136.249,236356,low
medium,high,low,low,low,low,low,119.037,210795,low
medium,high,low,low,low,low,low,115.979,178566,low
high,medium,low,medium,low,low,low,101.001,269436,low
medium,low,low,high,low,low,low,108.64,136200,low
medium,medium,low,low,low,low,high,82.492,251333,medium
medium,low,low,high,low,low,low,124.569,219333,medium
medium,medium,low,high,low,low,low,139.951,303907,low
medium,medium,low,high,low,low,low,126.061,207098,medium
medium,high,low,low,low,low,medium,139.963,235653,medium
medium,medium,low,low,low,low,medium,153.919,188005,medium
high,medium,low,medium,low,low,medium,130.01,181985,low
high,medium,low,low,low,low,high,99.002,241875,high
high,high,low,low,low,low,low,108.134,156240,low
high,high,low,low,low,low,medium,129.928,192459,medium
high,medium,low,low,low,low,high,107.059,193181,medium
medium,low,low,high,low,low,low,75.752,187867,high
high,medium,low,low,low,low,medium,150.018,177000,low
low,low,low,high,low,low,low,118.919,278280,medium
medium,high,low,low,low,low,medium,154.96,209044,medium
medium,medium,low,low,low,medium,low,129.723,194098,low
medium,medium,low,medium,low,low,low,94.073,187727,medium
high,high,low,low,low,low,high,107.06,235387,medium
low,high,low,low,low,low,low,172.751,226400,high
medium,low,low,high,low,low,low,121.123,268980,medium
high,medium,low,low,low,low,high,168.102,274573,low
high,high,low,low,low,low,medium,65.043,214240,high
high,high,low,low,low,low,medium,90.0,284000,medium
medium,medium,low,medium,low,low,low,141.98,221920,medium
medium,medium,low,low,low,low,low,123.732,311653,medium
high,medium,low,low,low,low,high,126.947,261920,medium
high,high,low,low,low,low,high,118.037,289886,low
high,high,low,low,low,low,medium,98.036,210360,medium
high,medium,medium,low,low,low,medium,170.075,267440,medium
medium,high,low,low,low,low,high,118.01,190412,low
high,medium,medium,low,low,medium,medium,100.17,177067,medium
high,medium,low,low,low,low,high,120.004,205576,medium
low,medium,low,low,high,low,medium,141.498,304987,low
medium,medium,low,low,low,low,low,157.98,295502,low
high,medium,low,low,low,low,high,117.084,294000,medium
high,high,low,low,low,low,high,93.016,231653,low
medium,high,low,low,low,low,low,118.858,255064,low
medium,medium,low,low,medium,low,low,76.997,330773,high
medium,high,low,low,low,low,low,171.963,140907,low
medium,high,low,low,low,medium,medium,92.023,344467,medium
low,medium,low,low,high,low,low,79.284,287213,medium
high,medium,low,low,low,low,medium,124.906,255053,medium
high,high,low,low,low,medium,medium,127.896,183940,medium
medium,high,low,low,low,low,medium,109.962,249915,low
low,medium,low,low,medium,low,low,160.545,290560,medium
high,high,low,low,low,low,medium,113.324,251240,high
medium,medium,low,low,high,low,medium,109.999,231250,low
medium,medium,low,low,medium,low,low,111.888,298467,medium
medium,high,low,low,medium,low,low,139.987,243853,medium
medium,high,low,low,low,low,medium,127.966,170625,medium
high,high,medium,low,low,low,medium,114.965,158620,medium
low,low,low,high,low,low,low,75.103,159360,low
medium,medium,low,low,low,low,low,134.994,248400,low
medium,high,low,low,low,low,medium,93.839,252987,medium
high,medium,low,low,low,low,high,125.056,166444,low
high,high,low,low,low,low,high,98.694,343373,medium
medium,high,low,low,high,low,medium,123.552,180400,low
high,high,low,low,low,low,medium,87.374,290573,medium
medium,medium,medium,medium,low,low,medium,180.985,252187,high
medium,high,low,low,low,low,medium,107.273,327387,medium
medium,medium,medium,low,low,medium,medium,178.422,234093,medium
high,high,low,low,low,low,high,109.984,180467,medium
medium,high,low,low,medium,low,high,136.017,190600,low
low,low,low,high,low,low,low,83.468,293573,medium
medium,high,low,low,low,low,medium,99.945,200787,low
high,high,low,low,low,low,high,96.2,261400,medium
high,high,low,low,low,low,medium,119.978,173360,medium
medium,medium,low,high,medium,low,high,160.748,188400,medium
high,low,low,high,low,high,low,118.498,328107,low
medium,low,low,low,low,low,low,76.01,172200,low
low,low,low,high,low,low,low,57.692,163467,low
low,low,low,high,low,low,low,75.93,197093,low
medium,medium,low,low,low,medium,low,107.759,259227,medium
medium,low,low,high,low,low,medium,134.03,232000,medium
high,medium,low,low,low,low,medium,122.646,312819,low
high,medium,low,low,low,medium,medium,127.029,213000,medium
low,low,low,medium,high,medium,low,80.29,121187,low
medium,medium,low,low,low,low,low,170.842,224653,low
medium,high,low,low,low,low,medium,127.17,301293,medium
low,low,low,high,high,low,low,119.256,163680,low
medium,high,low,low,low,low,high,142.29,235520,medium
high,high,low,low,low,low,low,121.08,264973,medium
medium,high,low,low,high,medium,high,78.987,299920,medium
high,medium,low,low,low,medium,medium,115.011,123315,low
high,high,low,low,low,high,medium,104.881,205364,low
high,high,low,low,low,low,medium,124.989,182400,low
high,high,low,low,low,low,high,122.987,214789,medium
low,low,low,high,low,low,low,118.919,278280,low
medium,high,low,low,low,low,medium,92.496,265173,medium
medium,medium,low,low,low,medium,low,129.935,257653,medium
medium,high,medium,low,low,low,medium,93.034,207627,high
high,medium,low,low,low,low,medium,99.019,246960,high
high,high,low,low,low,low,medium,130.048,251427,medium
high,high,low,low,low,low,high,113.0,182813,medium
high,high,low,low,low,low,high,118.978,212360,high
high,high,low,low,low,low,high,114.297,242373,medium
medium,high,low,low,low,medium,medium,142.049,196467,medium
high,medium,low,low,low,low,high,91.979,266067,high
high,medium,low,low,low,low,high,115.997,160000,medium
medium,high,low,low,low,low,high,96.556,235547,high
medium,medium,low,low,low,low,medium,128.262,239600,low
medium,high,low,low,low,high,medium,156.295,209413,high
medium,medium,low,medium,low,low,high,167.971,144333,high
high,medium,low,low,low,low,high,104.413,201093,medium
medium,medium,low,medium,low,low,medium,179.167,336093,high
low,medium,low,medium,low,low,low,64.177,179200,high
medium,medium,low,high,low,low,high,123.179,252240,high
high,high,low,low,low,low,high,131.715,288293,high
high,high,low,medium,low,medium,high,109.689,288667,medium
medium,high,low,low,low,low,medium,106.186,258411,high
medium,medium,low,medium,low,high,medium,125.24,211320,medium
medium,low,low,high,low,low,medium,75.16,258835,high
medium,medium,low,low,low,low,medium,132.144,260893,medium
medium,medium,low,low,low,medium,high,126.682,205027,medium
medium,medium,low,high,low,low,medium,124.359,195867,medium
high,medium,low,low,low,low,medium,95.65,256707,medium
medium,medium,low,medium,low,low,low,123.281,235987,high
medium,medium,low,low,low,low,medium,80.146,193880,medium
medium,high,low,low,low,low,high,121.822,242240,high
medium,high,low,low,low,low,medium,112.16,213813,medium
medium,high,low,low,low,low,high,105.33,164813,high
medium,high,low,low,low,low,high,84.236,313707,medium
high,medium,low,low,low,medium,high,129.29,239240,medium
medium,high,low,low,low,low,high,127.522,201093,medium
high,medium,low,low,low,medium,high,129.285,237267,medium
high,medium,low,low,low,low,high,102.697,191893,low
medium,medium,low,low,low,low,high,126.091,207693,medium
high,high,low,medium,low,low,high,103.862,177427,medium
high,high,low,low,low,low,high,119.01,236440,medium
medium,high,low,low,low,low,high,104.88,164160,medium
high,medium,low,medium,low,low,medium,120.117,178560,medium
medium,medium,low,medium,low,low,medium,177.765,303373,high
high,medium,low,low,low,low,medium,88.934,164920,medium
medium,high,low,low,low,low,high,118.208,172867,high
medium,high,low,medium,low,low,high,163.664,195760,medium
medium,high,low,low,low,high,high,88.369,197160,medium
medium,high,low,low,low,low,high,152.092,233333,medium
high,high,low,low,low,low,high,109.254,191080,medium
high,high,low,low,low,low,high,124.204,187173,medium
medium,high,low,low,low,medium,high,133.849,253733,high
high,medium,low,medium,low,low,medium,124.392,162653,medium
medium,medium,low,low,low,low,medium,132.909,256427,high
low,medium,low,low,low,low,medium,205.586,190667,medium
medium,medium,low,medium,low,low,low,150.038,185293,high
high,high,low,low,low,low,high,114.526,203067,medium
medium,high,low,low,low,low,high,129.713,237093,medium
medium,high,low,low,low,low,medium,141.345,221613,medium
high,high,low,medium,low,low,high,115.443,220560,high
medium,high,low,low,low,low,high,106.918,186707,medium
medium,high,low,low,low,medium,high,100.542,231093,medium
medium,high,low,low,low,low,medium,112.16,213813,medium
medium,high,low,medium,low,low,high,121.454,212840,high
medium,high,low,low,low,low,high,143.016,176413,medium
medium,high,low,low,low,low,high,135.747,213960,medium
medium,high,low,low,low,low,high,93.999,235173,high
medium,high,low,low,low,medium,medium,77.737,211067,medium
high,high,low,low,low,low,high,105.543,300200,medium
high,medium,low,high,low,low,high,108.41,185400,medium
medium,medium,low,low,low,low,medium,177.46,198827,medium
medium,high,low,low,low,low,high,96.444,236107,high
medium,low,low,medium,low,low,medium,93.718,205907,medium
high,medium,low,low,low,low,high,97.921,254893,medium
high,high,low,medium,low,low,high,102.762,174827,high
high,medium,low,medium,low,low,high,104.243,233187,medium
high,high,low,low,low,low,medium,116.669,198066,high
high,medium,low,medium,low,low,high,119.632,252373,medium
medium,medium,low,low,low,low,high,120.316,210827,medium
medium,high,low,low,low,low,high,134.303,271000,high
medium,medium,low,high,low,low,high,168.645,202253,medium
high,high,low,low,low,medium,high,117.779,224893,medium
medium,medium,low,medium,low,low,high,117.955,235267,medium
medium,low,low,high,low,low,medium,104.522,254173,high
high,medium,low,medium,low,low,high,110.578,161533,high
high,high,low,low,low,medium,high,95.301,180027,high
high,high,low,low,low,low,high,154.51,222533,medium
medium,high,low,low,low,low,medium,123.539,204800,high
medium,high,low,low,low,low,high,115.696,243867,medium
high,medium,low,medium,low,low,high,98.185,179227,medium
high,medium,low,low,low,low,high,114.478,275733,high
medium,medium,low,high,low,low,medium,139.126,288760,medium
medium,medium,low,low,low,low,high,102.274,236733,medium
medium,high,low,low,low,medium,high,126.739,322093,medium
medium,medium,low,low,low,low,medium,118.294,210640,medium
high,medium,low,high,low,low,high,95.61,173707,low
high,medium,low,low,low,low,medium,101.631,208160,medium
medium,high,low,low,low,low,high,117.347,206573,medium
medium,high,low,low,low,low,medium,120.919,281227,high
medium,medium,low,low,low,low,low,143.883,354320,high
high,high,low,medium,low,low,high,105.854,244920,high
medium,high,low,medium,low,low,medium,125.306,237947,medium
medium,medium,low,medium,low,high,medium,93.681,205573,low
high,medium,low,low,low,low,high,118.741,246000,medium
medium,low,low,high,low,low,medium,75.188,257533,medium
medium,high,low,low,low,low,high,135.448,223613,high
medium,medium,low,low,low,low,high,116.61,233507,medium
medium,medium,low,medium,low,low,high,203.27,173400,medium
high,high,low,low,low,medium,high,112.683,315745,medium
high,medium,low,high,low,low,high,83.816,144867,medium
high,high,low,low,low,low,high,113.272,210293,medium
medium,medium,low,low,low,low,medium,168.512,290960,medium
high,medium,low,medium,medium,low,high,128.3,256760,medium
medium,high,low,low,low,low,high,93.67,336907,medium
medium,low,low,high,low,low,medium,143.837,235627,medium
medium,high,low,low,low,low,high,160.481,199800,medium
high,high,low,low,low,low,high,131.714,288600,medium
medium,high,low,low,low,low,high,147.245,295400,high
medium,high,low,medium,low,low,high,121.65,166733,medium
medium,medium,low,medium,low,low,medium,88.788,260933,medium
medium,high,low,low,low,medium,medium,206.255,223667,medium
medium,high,low,low,low,low,medium,105.694,252640,medium
medium,medium,low,low,low,medium,high,116.387,270773,medium
medium,low,low,low,low,low,high,80.97,183933,medium
high,medium,low,medium,low,low,high,125.143,249200,medium
high,high,low,low,low,low,high,105.822,291320,medium
medium,medium,low,low,low,low,high,97.798,283800,high
medium,high,medium,medium,low,high,medium,138.109,310013,medium
medium,high,low,low,low,low,high,93.077,231640,medium
high,medium,low,low,low,low,medium,129.994,260240,high
medium,medium,low,medium,low,low,low,117.952,308693,medium
medium,medium,low,medium,low,medium,high,120.645,178097,medium
medium,medium,low,medium,low,low,medium,79.873,324440,medium
medium,low,low,high,low,medium,low,121.633,321080,medium
medium,low,low,high,low,low,low,135.724,176093,medium
high,medium,low,low,low,low,high,117.002,294227,medium
high,medium,low,low,low,low,medium,95.846,193200,high
high,medium,low,low,low,low,medium,141.429,177267,medium
high,high,low,low,low,low,high,129.046,220333,low
medium,high,low,low,low,low,medium,148.723,241307,high
high,high,low,medium,low,low,high,136.506,240280,high
medium,high,low,low,low,low,high,159.81,175400,medium
medium,high,low,low,high,low,high,145.424,219907,medium
medium,high,low,low,low,low,high,91.833,237920,medium
medium,high,low,low,low,low,high,132.752,211467,medium
low,high,low,low,low,low,medium,174.732,200293,high
medium,high,low,low,low,medium,high,127.361,210173,high
high,high,low,low,low,low,high,107.231,220867,high
high,medium,low,low,low,low,high,104.9,212960,low
high,high,low,low,low,low,high,120.465,238120,high
medium,medium,low,medium,low,medium,high,104.475,165653,medium
high,high,low,low,low,low,high,138.728,258400,medium
high,high,low,low,low,medium,high,129.003,194867,medium
high,medium,low,low,low,low,medium,108.858,245640,medium
high,high,low,low,low,low,high,120.752,215173,low
medium,high,low,low,low,low,high,109.823,199453,high
high,medium,low,low,low,low,medium,119.186,258173,medium
medium,medium,low,low,low,low,medium,106.637,259907,low
high,high,low,low,low,low,high,122.758,189973,medium
high,high,low,low,low,low,high,128.349,276360,medium
medium,high,low,low,low,low,high,81.298,232280,medium
high,high,low,low,low,low,high,128.501,203267,medium
high,high,low,low,low,low,high,118.773,234333,high
high,medium,low,low,low,low,high,109.984,164533,medium
medium,medium,low,low,low,low,high,114.461,250040,low
high,high,low,medium,low,low,high,121.485,184893,medium
medium,medium,low,medium,low,low,high,114.681,211227,medium
medium,high,low,low,low,medium,medium,140.123,270427,high
low,low,low,medium,low,low,low,75.336,198667,medium
high,high,low,low,low,low,high,88.75,271893,low
medium,high,low,low,low,low,high,135.619,239960,medium
high,medium,low,low,low,low,high,109.933,230467,high
high,high,low,low,low,high,high,118.405,312413,medium
medium,high,low,low,low,medium,high,163.213,227040,medium
medium,high,low,low,low,low,medium,126.093,214053,medium
medium,medium,low,low,low,low,low,130.276,269787,low
high,medium,low,low,low,low,high,110.131,180240,medium
high,medium,low,medium,low,low,high,117.399,253733,medium
medium,medium,low,low,low,low,low,156.344,294773,high
medium,high,low,low,low,low,medium,139.185,227133,medium
high,high,low,low,low,medium,high,118.092,220227,medium
high,high,low,low,low,low,high,111.493,250747,medium
high,medium,low,low,low,low,high,89.119,183733,high
medium,medium,low,low,low,low,high,67.142,331507,medium
medium,high,low,low,low,low,medium,151.869,188533,medium
medium,medium,low,medium,low,low,high,88.591,155880,high
high,high,low,medium,low,high,high,111.036,152267,medium
medium,low,low,high,low,low,low,171.282,227600,high
high,medium,low,low,low,low,high,91.98,241600,medium
medium,high,low,low,low,medium,high,145.085,186733,medium
high,high,low,low,low,low,medium,102.689,241920,medium
high,high,low,low,low,low,high,119.081,276667,medium
high,medium,low,low,low,low,high,105.598,309760,high
medium,medium,low,low,low,low,low,129.677,266267,medium
high,medium,low,low,low,low,high,110.67,309267,medium
high,high,low,low,low,low,high,109.03,180518,medium
high,high,low,high,low,low,high,108.041,285373,low
high,high,low,low,low,high,high,133.608,320680,high
high,high,low,low,low,low,high,145.024,288400,medium
high,high,low,medium,low,low,medium,113.439,236520,medium
medium,medium,low,low,low,low,high,164.243,265760,medium
high,high,low,low,low,low,high,134.395,262618,medium
high,medium,low,low,low,low,high,125.041,339307,medium
high,high,low,low,low,low,high,123.181,252933,medium
high,high,low,low,low,low,high,157.902,161133,medium
medium,medium,low,low,low,low,high,153.119,300107,high
medium,high,low,low,low,low,medium,129.607,221840,high
medium,medium,low,medium,low,low,high,106.799,287307,low
medium,high,low,low,low,low,medium,145.439,287400,medium
medium,medium,low,medium,low,low,low,96.984,279133,medium
medium,high,low,low,low,low,medium,126.341,294587,medium
medium,high,low,low,low,low,high,149.031,262347,medium
high,high,low,medium,low,low,high,117.925,291200,medium
high,high,low,low,low,low,high,128.91,304840,medium
high,medium,low,low,low,low,low,101.988,336667,medium
medium,low,low,medium,low,low,medium,78.927,235667,medium
medium,high,low,low,low,low,medium,133.615,208653,high
high,high,low,low,low,low,high,114.328,218027,medium
medium,high,low,medium,low,low,high,176.563,201867,low
high,medium,low,low,low,low,high,94.331,240067,medium
medium,medium,low,low,low,low,medium,146.097,274600,low
medium,high,low,low,low,low,low,117.662,310333,high
medium,medium,low,low,low,medium,medium,108.486,241373,medium
medium,high,low,medium,low,low,medium,111.166,297853,high
medium,high,low,low,low,low,high,141.567,296333,medium
high,medium,low,low,low,low,high,88.708,270947,medium
high,high,low,low,low,low,high,138.859,257907,medium
medium,high,low,low,low,low,medium,124.919,278627,medium
medium,high,low,low,low,medium,medium,119.206,248200,medium
medium,high,low,low,low,low,high,133.019,263973,low
high,high,low,medium,low,medium,high,120.527,228120,medium
high,medium,low,low,low,low,high,117.046,293827,high
high,high,low,low,low,high,high,118.418,357493,medium
high,high,low,low,low,low,high,92.305,229467,medium
high,medium,low,low,low,low,high,92.056,252760,medium
medium,low,low,medium,low,low,low,189.507,336453,high
high,medium,low,medium,low,low,medium,97.395,329147,medium
high,high,low,medium,low,medium,high,149.42,317290,medium
high,low,low,low,low,low,low,103.951,296800,high
medium,high,low,medium,low,medium,medium,121.97,244533,high
medium,high,low,medium,low,high,medium,136.247,211533,medium
medium,high,low,low,low,low,medium,117.841,239120,medium
high,low,low,low,low,low,high,111.503,227493,medium
medium,high,low,low,low,low,medium,95.011,237320,low
high,high,low,low,low,low,high,122.219,255107,medium
medium,medium,low,low,low,low,high,153.25,302600,medium
high,medium,low,low,low,low,high,105.592,310960,low
low,medium,low,low,low,low,medium,99.162,343933,high
high,high,low,low,low,low,high,115.401,236160,low
high,medium,low,low,medium,low,high,108.701,181107,medium
high,medium,low,low,low,low,high,90.637,247027,medium
medium,high,low,low,low,low,high,124.874,234907,high
medium,high,low,low,low,low,high,121.35,190840,medium
high,high,low,low,medium,low,high,130.475,244720,medium
medium,high,low,low,low,low,high,128.505,270652,medium
high,high,low,low,low,low,low,131.165,252773,high
medium,high,low,low,low,low,medium,95.957,230440,medium
medium,high,low,high,low,medium,high,77.015,163373,high
medium,high,low,low,low,low,high,179.007,225187,medium
high,high,low,low,low,low,high,132.056,221373,medium
high,high,low,low,low,low,high,107.955,244827,high
high,high,low,low,low,low,medium,96.418,221960,low
medium,medium,low,medium,low,low,low,169.678,231227,medium
high,high,low,medium,low,low,high,119.439,193160,medium
high,high,low,low,low,low,medium,99.104,236547,medium
high,high,low,low,low,low,high,92.521,155080,low
medium,high,low,low,low,medium,high,193.668,183680,medium
medium,medium,low,low,low,low,medium,77.699,293467,medium
medium,high,low,low,low,medium,high,192.811,185867,medium
high,medium,low,low,low,low,medium,116.624,228000,high
high,medium,low,low,low,medium,high,122.772,291707,low
high,high,low,low,low,low,high,119.49,172667,low
medium,medium,low,medium,low,low,low,93.573,265613,medium
medium,medium,low,low,low,low,medium,121.948,203960,medium
medium,high,low,low,low,low,high,122.422,213427,medium
medium,high,low,low,low,medium,high,114.37,216533,high
medium,medium,low,medium,low,low,low,126.534,216689,medium
medium,medium,low,low,high,low,high,145.499,219933,medium
high,medium,low,low,low,medium,high,125.918,247960,medium
high,medium,low,low,low,low,medium,108.965,243773,medium
high,medium,low,low,low,low,medium,100.78,262173,medium
high,high,low,low,low,low,high,131.338,295067,medium
medium,medium,low,low,low,low,medium,88.032,259507,medium
medium,medium,low,low,low,low,low,129.432,270547,low
medium,medium,low,low,low,low,medium,122.491,237053,high
high,medium,low,low,low,low,high,131.397,317240,medium
medium,low,low,medium,low,low,low,61.648,246933,high
medium,medium,low,low,low,low,high,81.548,231333,high
high,high,low,low,low,medium,high,126.47,352906,high
high,medium,low,low,low,low,high,97.84,226880,high
high,medium,low,low,low,low,high,119.747,218627,high
medium,medium,low,low,low,low,medium,81.527,295480,medium
high,medium,low,low,low,low,high,108.842,193440,medium
medium,medium,low,low,low,low,low,157.171,244507,medium
medium,high,low,low,low,medium,high,132.073,265200,low
high,high,low,low,low,low,high,116.467,285093,medium
high,high,low,low,low,low,medium,95.001,224320,medium
high,high,low,low,low,low,high,98.851,255187,medium
medium,high,low,low,low,low,high,122.091,217467,low
medium,high,low,low,low,low,high,130.99,204787,medium
high,medium,low,low,low,low,high,173.818,189093,medium
medium,medium,low,medium,low,low,low,139.071,268200,medium
medium,high,low,low,low,low,medium,152.89,193013,low
medium,high,low,low,low,low,medium,97.052,267493,low
medium,high,low,low,low,low,medium,155.517,269627,low
medium,high,low,low,low,medium,high,132.187,234853,low
medium,high,low,medium,low,low,high,104.647,281800,medium
high,low,low,low,low,low,low,120.117,256467,medium
high,medium,low,low,low,low,high,127.736,230533,medium
high,medium,low,medium,low,low,high,127.221,158040,low
high,high,low,low,low,low,high,104.851,222029,medium
medium,low,low,medium,low,low,low,131.242,291400,high
high,high,low,medium,low,low,high,121.976,269573,medium
high,high,low,low,low,low,high,103.043,204933,medium
medium,high,low,medium,low,medium,medium,168.344,221120,low
high,high,low,low,low,low,high,130.014,281420,low
high,high,low,low,low,medium,medium,107.554,249400,low
high,high,low,medium,low,low,high,128.997,194133,medium
high,high,low,medium,low,medium,high,149.206,234653,high
high,high,low,low,medium,medium,high,116.081,204893,medium
medium,high,low,medium,low,low,medium,97.098,338560,medium
medium,high,low,low,low,low,high,119.976,306227,medium
medium,medium,low,low,low,low,medium,138.768,214200,medium
high,high,low,low,low,low,high,142.839,255187,medium
medium,low,low,medium,low,low,low,144.131,210347,medium
high,low,low,high,low,low,high,69.283,292400,high
medium,high,low,low,low,low,high,133.268,274867,medium
medium,high,low,low,low,low,low,111.037,342680,high
medium,medium,low,medium,low,low,low,97.819,322507,medium
medium,medium,low,medium,low,low,low,123.694,293853,medium
medium,medium,low,medium,low,low,low,94.173,204000,high
medium,low,low,high,low,low,low,177.679,264333,high
high,medium,low,low,low,low,high,92.512,259573,medium
high,medium,low,low,low,low,medium,108.269,239827,medium
medium,medium,low,high,low,low,low,76.002,244667,medium
high,medium,low,low,low,low,high,120.091,272107,high
medium,medium,low,medium,low,low,medium,78.95,258253,medium
high,high,low,low,low,medium,high,99.083,201200,medium
high,medium,low,low,low,low,medium,97.338,226440,medium
high,high,low,low,low,medium,high,92.96,211160,medium
high,high,low,low,low,low,high,92.938,231093,medium
medium,high,low,low,low,low,high,85.064,181533,high
high,medium,low,low,low,low,medium,127.641,256027,medium
high,high,low,low,low,low,high,114.879,202853,medium
medium,medium,low,medium,low,low,medium,81.019,247307,medium
high,high,low,low,low,low,medium,103.502,216733,high
medium,high,low,low,low,medium,medium,177.489,201027,medium
medium,high,low,low,low,low,low,91.854,274160,high
high,medium,low,low,low,low,high,92.94,268533,high
medium,high,low,low,low,low,high,96.99,234333,high
medium,high,low,low,low,low,high,183.048,179653,medium
high,medium,low,low,low,low,medium,99.922,240667,medium
medium,high,low,low,low,low,high,90.562,232987,medium
medium,high,low,low,low,low,medium,104.899,303667,medium
medium,high,low,low,low,low,medium,157.902,249987,medium
high,high,low,low,low,low,high,102.322,243493,high
medium,medium,low,low,low,low,low,99.562,269467,medium
high,high,low,low,low,low,high,107.891,227933,high
high,medium,low,low,low,low,medium,99.931,261133,high
medium,high,low,low,low,low,high,120.598,219800,medium
medium,medium,low,medium,low,low,medium,100.22,268333,high
high,medium,low,low,low,low,medium,85.933,207627,medium
high,high,low,low,low,low,high,121.554,231787,medium
high,medium,low,low,low,low,medium,100.36,250467,low
medium,medium,low,high,low,low,low,119.987,257733,high
high,high,low,low,low,low,high,124.908,225700,high
medium,medium,low,low,low,low,high,169.938,251253,medium
high,high,low,low,low,medium,high,112.041,199787,medium
high,medium,low,low,low,low,high,94.02,266000,medium
high,high,low,low,low,low,high,111.658,288813,medium
medium,high,low,low,low,low,high,89.039,222480,low
high,medium,low,low,low,low,high,102.305,208267,high
medium,high,low,low,low,medium,high,175.668,219467,high
medium,medium,low,low,low,low,medium,85.341,225933,medium
high,high,low,low,low,medium,medium,101.972,195107,high
high,low,low,low,low,medium,medium,92.409,298773,high
medium,high,low,medium,low,low,high,112.053,195467,high
medium,high,low,low,low,low,medium,135.944,234800,medium
medium,high,low,low,low,medium,high,116.44,232720,medium
medium,high,low,low,low,low,high,178.043,243160,high
medium,medium,low,low,low,medium,high,170.776,235000,medium
medium,medium,low,low,low,medium,high,111.87,193893,high
high,medium,low,low,low,low,high,97.911,261973,high
high,medium,low,low,low,low,medium,90.02,239933,medium
high,medium,low,low,low,low,high,108.17,197560,high
medium,medium,low,high,low,low,low,98.981,281253,medium
medium,high,low,low,low,low,low,77.106,260027,high
medium,high,low,low,low,medium,high,103.408,169027,high
high,high,low,low,low,low,medium,125.815,164267,medium
high,medium,low,low,low,low,high,88.634,304600,high
medium,high,low,low,low,low,low,152.002,223747,high
medium,high,low,low,low,low,medium,144.553,310347,medium
high,high,low,low,low,medium,high,111.857,262027,medium
high,medium,low,low,low,low,high,142.024,251733,high
medium,high,low,low,low,low,medium,168.019,238667,high
medium,medium,medium,low,low,low,medium,130.47,226987,high
high,high,low,low,low,low,high,108.002,239227,high
medium,high,low,low,low,low,medium,89.646,247627,medium
medium,high,low,low,low,low,medium,117.341,265867,high
medium,high,low,low,low,low,medium,119.567,239227,medium
high,medium,low,low,low,low,medium,80.511,173493,high
medium,high,low,low,low,low,medium,135.984,226560,medium
medium,high,low,low,low,low,low,124.269,224693,high
low,high,low,low,low,low,medium,114.671,214040,medium
medium,medium,low,low,low,low,high,181.838,229227,medium
medium,high,low,low,low,low,high,115.996,294987,high
high,medium,medium,low,low,low,high,166.028,240027,high
high,high,low,medium,low,low,high,95.996,245067,high
high,medium,low,medium,low,low,medium,80.396,184333,medium
medium,high,medium,medium,low,low,high,191.477,265533,medium
medium,medium,low,medium,low,low,medium,167.812,264200,medium
high,high,low,low,low,low,high,110.054,211000,medium
high,medium,low,low,low,low,high,79.98,217827,medium
low,high,low,low,low,low,medium,151.412,266280,medium
medium,high,low,low,low,high,medium,96.31,244667,medium
medium,high,low,medium,low,low,high,168.152,279400,medium
low,high,low,low,low,medium,medium,206.68,278960,medium
medium,high,low,low,low,low,high,103.731,256733,high
high,high,low,low,low,low,high,125.014,246507,medium
high,high,low,low,low,medium,high,145.024,287733,high
high,medium,low,low,low,low,medium,127.661,291907,high
high,high,low,low,low,low,high,104.001,198067,medium
medium,high,low,low,low,low,high,113.967,300773,high
high,medium,low,low,low,low,high,164.098,219547,medium
low,high,low,low,low,low,medium,155.925,289533,high
high,medium,low,low,low,medium,high,109.878,301520,high
high,high,low,low,low,medium,high,128.007,283748,medium
medium,high,low,low,low,low,medium,119.496,236040,medium
medium,medium,low,low,low,low,medium,84.581,264307,high
medium,high,low,low,low,high,medium,96.313,244813,high
medium,high,low,low,low,low,medium,76.071,262747,medium
medium,high,low,low,low,low,high,116.761,301920,high
medium,high,low,low,low,low,high,67.427,271333,medium
high,medium,low,low,low,low,high,115.744,271467,medium
medium,medium,low,low,low,low,medium,94.605,153467,high
medium,high,low,low,low,low,high,172.656,200560,high
high,medium,low,low,low,low,high,187.548,211213,low
high,high,low,low,low,low,high,123.871,270373,high
high,medium,low,low,low,low,medium,100.369,244813,medium
medium,high,low,low,low,medium,high,159.925,221333,high
high,medium,low,low,low,low,high,133.148,257360,high
high,high,low,low,medium,low,high,136.95,214883,high
medium,high,low,low,low,low,low,164.005,287827,low
medium,high,low,low,low,low,medium,132.975,239027,high
medium,high,low,low,low,low,medium,96.328,252760,high
