danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity
medium,medium,low,low,low,low,high,92.01,227680,medium
high,high,low,low,low,low,high,92.169,234133,medium
medium,high,low,low,low,low,medium,114.894,261627,medium
medium,medium,low,low,low,low,high,104.014,187246,medium
high,high,low,low,low,low,high,104.069,218507,medium
medium,high,low,low,low,low,high,87.377,224640,medium
high,high,low,low,low,low,high,100.61,235453,medium
medium,high,low,low,low,low,high,118.079,260987,medium
medium,high,low,low,low,low,high,94.414,228520,medium
high,medium,low,low,low,low,medium,98.093,204500,medium
medium,medium,low,medium,low,low,medium,132.765,194586,medium
medium,medium,medium,low,low,high,medium,126.319,166800,medium
high,medium,low,medium,low,low,medium,129.93,283600,medium
medium,high,low,low,low,low,high,94.336,176027,low
high,high,low,low,low,low,high,98.524,175520,low
high,high,low,low,low,low,medium,112.005,233718,medium
high,high,low,low,low,low,medium,99.962,213306,medium
medium,medium,low,medium,low,low,medium,99.926,204081,medium
high,high,low,low,low,low,high,105.988,207547,medium
high,high,low,low,low,low,high,119.973,160965,low
high,high,low,low,low,low,medium,104.958,205715,medium
high,medium,low,low,low,low,high,84.969,222550,medium
high,medium,low,low,low,medium,medium,66.848,225440,low
medium,high,low,medium,low,low,high,94.983,225904,medium
medium,high,low,low,low,low,medium,68.682,213651,low
medium,high,low,low,low,medium,medium,108.243,215273,medium
high,high,low,low,low,medium,high,95.103,245000,medium
medium,medium,low,low,low,low,high,96.163,213267,low
high,high,low,low,low,medium,high,158.412,247173,medium
medium,high,low,low,low,low,high,97.043,191753,low
medium,high,low,low,low,low,high,103.384,194293,medium
medium,high,low,low,low,medium,medium,79.585,234564,medium
medium,high,low,low,low,low,low,100.215,202013,medium
high,high,low,low,low,low,low,105.01,174857,medium
medium,high,low,low,low,low,high,134.577,214867,medium
high,high,low,low,low,low,medium,118.982,172019,medium
high,medium,medium,low,low,low,medium,123.563,167487,low
high,high,low,low,low,low,high,104.997,237871,low
high,high,low,low,low,medium,medium,100.025,192602,low
high,high,low,medium,low,low,medium,94.986,181895,low
medium,medium,low,low,low,low,low,77.635,203077,medium
medium,high,low,low,low,medium,medium,109.99,215647,medium
medium,high,low,low,medium,low,low,125.98,224720,medium
low,high,low,low,low,low,medium,77.508,230333,medium
medium,high,low,low,low,medium,high,121.992,203493,low
medium,medium,low,low,low,low,medium,176.807,208321,low
medium,high,low,low,low,low,medium,154.561,202617,medium
medium,high,low,low,low,medium,medium,109.8,171080,low
medium,high,low,low,low,low,low,141.964,243827,medium
medium,high,low,low,low,low,low,139.793,243973,medium
medium,high,low,low,low,low,low,138.022,245533,medium
medium,high,low,low,low,low,high,113.056,245728,medium
medium,high,low,low,low,low,high,135.976,228471,medium
medium,high,low,low,low,low,high,108.016,183602,medium
medium,high,low,low,low,low,low,140.266,253587,high
high,high,low,low,low,low,high,95.003,259813,medium
medium,high,low,low,low,low,medium,147.943,237533,medium
medium,high,low,low,low,low,low,140.029,236931,medium
high,medium,low,low,low,low,low,119.997,199593,high
medium,high,low,low,low,low,medium,159.973,251840,medium
medium,high,low,low,low,medium,medium,146.394,225527,medium
medium,high,low,low,low,low,high,141.955,165120,medium
high,high,low,low,low,low,high,123.071,221413,medium
medium,high,low,low,low,low,low,150.019,235040,low
low,high,low,low,low,medium,low,116.007,276667,medium
medium,high,low,medium,low,low,high,199.001,141000,medium
medium,high,low,low,low,low,medium,120.967,194173,low
medium,high,low,low,low,low,high,145.017,187253,medium
medium,high,low,low,low,low,high,150.1,165000,medium
medium,high,low,low,low,low,medium,101.003,259347,medium
low,high,low,low,medium,low,medium,149.508,192960,high
medium,high,low,low,low,low,high,168.355,161720,medium
high,medium,low,low,low,low,high,130.014,193030,high
medium,high,low,low,low,low,high,88.465,181133,medium
medium,high,low,low,low,low,medium,148.862,220760,low
medium,high,low,low,low,medium,high,143.993,226107,medium
high,high,low,low,low,low,low,107.374,234373,high
medium,medium,medium,medium,low,medium,medium,98.162,179109,medium
medium,high,low,low,low,low,medium,123.087,220293,low
high,high,low,low,low,low,medium,130.049,243837,high
medium,medium,low,low,low,low,low,139.953,228893,medium
high,high,low,low,low,low,high,103.878,183099,medium
medium,medium,medium,medium,low,low,high,104.757,181413,high
medium,high,medium,low,low,low,medium,203.742,191856,medium
high,medium,low,low,low,low,low,139.913,229013,medium
high,medium,low,low,low,low,low,140.987,190678,low
medium,high,low,low,low,medium,medium,121.189,226790,medium
high,high,low,medium,low,low,medium,67.297,206060,medium
medium,high,low,low,low,low,high,103.213,186295,medium
high,medium,low,low,low,low,medium,99.999,170463,medium
high,medium,low,low,low,low,medium,99.99,211274,medium
medium,high,low,low,low,medium,medium,100.011,229147,medium
high,high,low,medium,low,low,high,92.002,272667,medium
medium,medium,low,low,low,low,medium,178.018,187589,medium
high,medium,low,low,low,low,medium,110.031,212774,medium
high,medium,low,low,low,low,medium,120.963,188491,medium
high,high,low,low,low,low,low,135.065,218213,medium
medium,high,low,medium,low,low,medium,100.202,169853,medium
high,medium,low,low,low,low,medium,90.118,188918,low
medium,high,low,low,low,low,high,102.005,218903,medium
medium,high,low,medium,low,low,medium,101.609,201733,low
medium,high,low,low,low,low,medium,118.36,280952,medium
medium,high,low,low,low,low,medium,160.025,202496,medium
high,medium,low,low,low,low,low,96.6,184587,medium
medium,high,low,low,low,low,medium,99.974,171693,medium
high,high,low,low,high,medium,low,140.034,144000,low
high,high,low,low,low,low,high,104.98,160571,low
medium,high,low,low,low,low,medium,100.03,235625,low
high,medium,low,low,high,low,low,118.026,130169,low
medium,medium,low,low,medium,low,high,95.967,251303,low
high,high,low,low,high,low,high,130.039,125627,medium
high,medium,low,medium,low,medium,low,134.935,258264,low
medium,high,low,low,high,low,medium,134.982,120889,medium
high,medium,low,low,high,low,medium,122.022,163750,low
high,high,low,low,medium,low,high,125.014,146000,low
high,high,low,low,low,low,medium,115.03,155501,low
medium,high,low,low,low,medium,medium,116.996,151795,medium
medium,medium,low,low,high,low,medium,144.978,190345,low
high,medium,low,medium,low,medium,medium,77.591,127742,low
high,medium,low,low,low,low,high,91.016,149341,low
high,high,low,low,low,low,high,122.006,163279,medium
medium,high,low,low,high,high,low,134.93,337137,low
medium,high,low,low,medium,low,high,119.986,166000,medium
high,medium,low,low,high,low,low,99.997,206400,medium
high,medium,low,low,medium,low,medium,124.921,133440,low
low,low,low,low,high,low,low,102.447,152000,low
medium,high,low,low,high,low,medium,129.994,162462,medium
high,high,low,low,medium,low,high,119.043,175462,medium
medium,high,low,low,medium,low,medium,127.911,149062,medium
high,high,low,low,low,high,medium,117.93,185085,low
medium,medium,low,low,high,low,low,127.896,237218,low
medium,medium,low,low,medium,low,low,142.483,227213,low
medium,high,low,low,low,low,medium,144.901,154267,low
low,high,low,low,low,low,medium,97.094,201726,high
medium,high,low,low,low,low,medium,165.182,172867,high
medium,high,low,low,low,low,medium,172.978,223915,medium
medium,high,low,low,low,low,high,125.219,253307,medium
medium,high,low,low,low,low,medium,104.972,204225,low
medium,high,low,low,low,low,high,143.978,187648,low
medium,high,low,low,low,low,low,126.065,180952,low
medium,high,low,low,low,low,medium,120.023,174920,low
medium,medium,low,low,low,high,medium,120.042,188000,low
medium,high,low,low,low,medium,high,171.798,184915,low
medium,medium,low,low,low,low,low,79.54,200504,low
medium,high,low,low,low,low,low,91.971,194654,low
medium,medium,low,low,low,low,low,95.006,162000,medium
high,medium,low,low,low,medium,medium,75.016,190428,high
medium,medium,low,low,low,low,medium,137.023,164357,low
high,high,low,low,low,low,medium,163.02,180000,medium
high,high,low,medium,low,medium,medium,92.979,167742,medium
medium,high,low,low,low,low,medium,193.938,203143,low
high,high,low,low,low,low,high,155.084,125153,low
high,high,low,low,low,low,high,105.019,210402,medium
medium,high,low,low,low,low,low,139.826,192009,medium
medium,high,low,low,low,medium,medium,120.101,177804,low
medium,high,low,low,low,low,high,119.939,162907,low
low,high,low,low,low,low,low,94.578,215360,medium
medium,high,low,low,low,low,medium,99.997,222453,low
high,medium,low,low,low,low,medium,113.02,205720,medium
medium,high,low,low,low,low,medium,117.097,203769,medium
medium,high,low,low,low,low,medium,110.127,187958,medium
high,medium,low,low,low,low,medium,87.46,202915,medium
high,medium,low,low,low,low,medium,97.028,217947,high
medium,high,low,low,low,low,medium,108.854,178583,medium
medium,high,low,low,low,low,medium,151.548,227947,medium
high,high,low,low,low,low,low,109.021,216080,medium
high,medium,low,low,low,low,medium,90.973,171947,medium
high,high,low,low,low,low,medium,116.073,209320,high
high,high,low,low,low,low,low,105.941,194107,medium
medium,low,low,high,low,low,medium,85.728,230480,high
high,high,low,low,low,medium,high,105.001,220240,medium
medium,medium,low,medium,low,low,medium,75.761,208689,medium
medium,medium,low,low,low,low,medium,90.354,271935,medium
high,medium,low,low,low,medium,medium,103.983,238827,medium
medium,medium,low,low,low,low,medium,135.77,228976,medium
medium,medium,low,medium,low,low,medium,121.741,208321,high
high,medium,low,low,low,low,medium,123.772,329228,high
high,medium,low,low,low,low,high,92.004,161124,high
medium,high,low,low,low,low,high,150.891,208973,medium
medium,high,low,low,low,medium,medium,146.028,210405,medium
medium,high,low,low,low,low,high,174.993,137760,low
low,high,low,low,low,medium,low,164.305,156707,medium
medium,high,low,low,low,low,high,152.021,229360,low
medium,high,low,low,low,low,low,125.427,169867,medium
medium,high,low,low,low,low,high,122.447,211627,medium
low,high,low,low,low,medium,low,184.014,129640,low
medium,low,low,high,low,low,high,139.334,157000,medium
medium,medium,low,medium,low,low,high,121.14,245640,medium
medium,high,low,low,low,low,medium,99.808,254510,medium
high,high,low,low,low,medium,medium,90.03,203739,low
medium,high,low,low,low,medium,high,166.154,199245,low
high,high,low,low,low,low,low,109.941,176849,low
medium,high,low,low,low,high,low,139.645,171780,low
medium,medium,medium,medium,low,medium,low,173.433,182849,low
high,medium,low,low,low,low,low,125.918,205098,low
high,high,medium,low,low,high,medium,139.771,232582,low
high,medium,medium,high,low,low,low,96.154,191159,low
medium,medium,low,high,low,low,medium,78.311,215385,low
medium,high,low,low,low,high,medium,92.193,149965,low
medium,medium,low,low,low,low,low,167.922,140559,low
medium,high,low,low,low,high,medium,122.863,145261,low
high,medium,low,low,low,low,low,113.075,147620,low
medium,high,medium,low,low,low,medium,81.324,183687,low
high,high,low,medium,low,low,medium,98.141,157710,low
medium,high,low,low,low,low,low,180.188,147831,low
high,medium,low,low,low,low,low,85.044,203833,medium
high,medium,low,medium,low,low,high,151.983,285520,low
medium,medium,low,high,low,low,medium,145.025,302827,medium
medium,high,medium,low,low,low,low,89.807,205618,medium
medium,high,low,low,low,low,low,117.029,252280,medium
medium,high,low,low,medium,low,low,136.067,205473,low
medium,medium,low,medium,low,low,medium,76.064,200579,low
medium,high,medium,low,low,medium,medium,175.427,288200,medium
high,medium,low,low,low,low,medium,110.007,221640,medium
high,high,low,low,low,low,high,132.929,174080,high
medium,high,low,low,low,low,high,100.033,181049,medium
medium,high,low,low,low,low,medium,167.374,176253,medium
medium,low,low,high,low,low,low,118.007,210925,low
medium,high,low,low,low,low,low,92.513,224920,high
medium,low,low,medium,low,low,low,146.173,253160,medium
medium,high,low,low,high,low,high,124.988,292560,low
medium,high,low,low,low,low,medium,94.003,231573,high
medium,high,low,low,low,low,medium,162.958,215414,high
high,medium,low,medium,low,low,medium,157.987,218734,medium
medium,low,low,high,low,low,low,208.648,194320,medium
high,medium,low,low,low,low,high,127.992,179200,low
medium,high,medium,low,low,low,medium,94.965,230507,medium
medium,low,low,high,low,low,medium,117.979,233378,medium
medium,high,low,low,low,low,medium,105.039,247427,medium
high,high,low,low,low,low,medium,122.002,256733,medium
medium,high,low,low,low,low,medium,93.993,217467,medium
medium,medium,low,low,low,low,medium,125.898,218631,medium
medium,high,low,low,low,low,low,127.935,323800,high
medium,high,low,low,low,low,medium,127.059,205600,high
high,low,low,high,low,low,medium,75.007,174400,medium
medium,high,low,low,high,low,low,185.999,270968,medium
medium,medium,low,low,high,low,low,185.998,270968,low
high,low,low,low,low,low,low,93.988,256107,medium
medium,high,low,low,low,low,medium,170.02,326824,low
medium,high,low,low,low,low,medium,114.968,271560,medium
medium,high,low,low,low,low,high,161.487,161560,medium
high,medium,low,medium,low,low,medium,86.99,207280,medium
medium,high,low,low,low,low,high,105.491,238733,low
medium,high,low,low,low,low,high,172.016,167427,high
medium,high,low,low,low,medium,high,142.952,193640,medium
medium,high,low,low,low,low,medium,144.001,262280,high
medium,high,low,low,low,low,medium,136.044,229880,high
medium,high,low,low,low,low,medium,144.065,236227,medium
medium,high,low,low,low,medium,high,132.085,220907,high
medium,high,low,low,low,low,medium,110.963,323467,medium
medium,medium,low,medium,low,low,medium,148.096,298373,high
medium,high,low,low,low,low,medium,155.875,310307,medium
high,high,low,low,low,low,high,104.023,263387,high
medium,high,low,low,low,low,medium,96.987,335267,medium
high,high,low,low,low,low,high,105.006,205000,high
medium,high,low,low,low,low,high,80.018,178027,medium
medium,high,low,low,low,low,high,145.26,203053,medium
medium,medium,low,medium,low,low,low,92.036,221173,high
medium,high,low,low,low,low,high,125.976,188253,high
medium,medium,low,low,low,low,low,146.005,225693,medium
medium,high,low,low,low,low,high,87.964,187400,medium
medium,high,low,low,low,medium,high,90.966,189000,medium
medium,high,low,low,low,low,high,154.007,218867,medium
medium,high,low,low,low,low,medium,115.965,224813,medium
medium,medium,low,low,low,low,medium,208.067,220520,high
medium,high,low,low,low,low,medium,158.061,276880,medium
medium,high,low,low,low,low,high,169.902,209427,high
medium,high,low,low,low,medium,high,176.01,213827,high
medium,high,low,low,low,medium,medium,150.033,226173,high
medium,high,low,low,low,low,high,95.989,227693,medium
high,medium,low,medium,low,low,medium,101.975,188960,medium
medium,high,low,low,low,low,medium,115.984,233480,medium
medium,medium,low,medium,low,low,medium,166.052,227427,high
high,medium,low,medium,low,low,medium,90.987,203173,low
high,high,low,low,low,low,high,103.966,190240,high
medium,high,low,low,low,medium,medium,92.99,187587,medium
medium,high,low,low,low,low,medium,169.975,220200,medium
medium,high,low,low,low,low,medium,89.974,209280,medium
medium,high,low,low,low,medium,high,171.96,192160,medium
medium,high,low,low,low,low,medium,131.047,208480,medium
high,medium,low,low,low,low,medium,186.054,230453,low
medium,high,low,low,low,low,medium,79.983,261640,medium
high,medium,low,low,low,low,medium,150.011,177000,high
high,high,low,low,low,low,high,126.653,286800,high
medium,high,low,medium,low,low,low,159.837,245250,medium
high,high,low,low,low,low,medium,106.043,242440,medium
medium,high,low,low,low,low,high,150.122,168200,medium
high,high,low,low,low,medium,medium,139.972,209571,medium
high,high,low,low,low,low,medium,121.994,191311,medium
high,high,low,low,low,low,high,124.972,220800,low
high,high,low,medium,low,low,high,102.034,192320,medium
high,high,low,low,low,low,medium,105.027,187435,low
low,high,low,low,low,low,low,95.298,208014,low
medium,high,low,low,low,low,high,122.998,183182,low
high,high,low,low,low,low,low,127.044,219868,low
high,high,low,low,low,low,medium,103.961,218507,medium
medium,high,low,medium,low,low,medium,126.033,190810,medium
high,high,low,low,low,low,high,123.97,305662,low
high,high,low,low,low,low,medium,156.071,190912,low
medium,high,low,low,low,medium,low,144.994,199756,medium
medium,high,low,low,low,low,medium,149.977,171429,low
medium,medium,low,medium,low,low,low,104.884,187853,low
high,high,low,low,low,low,low,100.105,147692,low
high,high,low,medium,low,low,high,117.995,209242,medium
medium,medium,low,medium,low,low,low,165.487,200964,medium
medium,medium,low,high,low,low,medium,103.006,202718,low
medium,medium,low,low,low,low,medium,99.901,264248,medium
high,medium,low,medium,low,low,medium,91.97,197437,low
medium,high,low,low,low,low,medium,109.747,184000,medium
medium,medium,low,low,low,medium,medium,169.841,222733,medium
medium,high,low,low,low,low,medium,100.047,187200,low
medium,high,low,low,low,low,high,141.925,159338,medium
medium,high,low,low,low,medium,medium,145.009,210994,low
medium,high,low,low,low,low,low,105.948,217653,medium
high,high,low,low,low,low,high,118.005,222107,low
medium,medium,low,medium,high,low,high,114.414,245667,low
medium,low,low,high,high,low,medium,151.956,307973,medium
medium,medium,low,medium,low,low,low,132.899,200693,low
high,high,low,low,low,low,high,93.467,347853,low
medium,high,low,low,high,low,high,127.523,297360,low
high,high,low,low,low,low,high,126.883,272960,low
high,medium,low,medium,low,low,high,104.878,226093,medium
high,high,low,low,low,low,high,116.424,311547,low
high,medium,low,low,high,low,medium,106.865,211480,low
high,medium,low,low,low,medium,high,118.181,283333,low
medium,high,low,low,low,low,medium,110.424,316773,low
medium,medium,low,medium,high,low,high,118.914,278507,low
high,medium,low,low,high,low,high,115.472,275733,low
medium,high,low,low,high,low,low,95.309,319013,low
high,medium,low,low,low,low,high,93.133,246440,low
high,medium,low,low,low,low,high,114.509,259653,low
high,medium,low,low,high,low,high,95.732,277560,low
high,high,low,medium,low,low,high,156.552,267827,low
high,medium,low,low,medium,low,medium,123.712,302333,low
high,medium,low,medium,high,low,high,107.226,306360,low
medium,high,low,low,high,medium,medium,175.012,181915,medium
medium,high,low,low,low,low,medium,128.057,273770,low
medium,medium,low,low,low,low,low,127.99,212344,low
high,high,low,low,low,low,high,127.983,316860,low
medium,high,low,low,low,low,low,174.06,310345,low
high,medium,low,medium,high,low,medium,90.059,155987,medium
medium,high,low,low,low,low,medium,174.237,168762,low
medium,high,low,low,high,low,medium,139.972,221664,low
high,high,low,low,low,low,medium,122.002,197705,low
medium,low,low,high,high,low,low,116.005,274656,medium
low,low,low,high,high,low,low,134.093,290476,medium
low,low,low,high,high,low,low,63.573,344269,low
low,low,low,high,high,low,low,77.63,216079,low
high,high,low,low,low,low,medium,128.005,338149,medium
medium,high,low,low,low,low,low,174.987,268571,medium
medium,high,low,low,high,medium,low,178.005,287195,medium
high,high,low,low,low,low,medium,127.967,195467,medium
low,low,low,high,high,low,low,99.961,352495,medium
high,medium,low,low,low,low,medium,100.007,205800,medium
medium,medium,low,medium,low,low,low,133.115,222067,medium
medium,high,low,low,medium,low,medium,200.87,212720,low
medium,high,low,low,low,low,medium,103.847,136120,medium
medium,medium,low,low,low,low,medium,138.104,129280,low
low,low,low,high,low,low,low,173.292,140347,medium
medium,high,low,low,low,low,medium,94.277,170640,medium
medium,high,low,low,low,low,medium,91.951,255840,medium
medium,high,low,low,low,low,high,142.016,250973,high
medium,high,low,low,low,low,high,141.962,253747,medium
medium,high,low,low,low,low,medium,170.035,237547,medium
medium,high,low,low,low,low,medium,96.011,238785,low
medium,medium,low,medium,low,high,low,145.931,300822,medium
low,high,low,low,low,low,medium,130.457,235280,low
medium,high,low,low,low,high,high,89.942,199187,medium
high,high,low,low,low,medium,medium,122.018,256622,medium
low,low,low,high,high,medium,low,76.425,125166,medium
medium,medium,low,low,low,medium,medium,112.97,343867,medium
high,medium,low,low,low,low,low,100.003,227880,low
high,high,low,low,medium,low,medium,114.091,247360,high
high,medium,low,medium,low,low,high,129.048,244893,medium
medium,high,low,low,low,low,high,91.455,269000,high
high,medium,low,medium,low,low,medium,81.994,239317,low
high,medium,low,medium,low,low,high,138.018,221240,high
medium,high,low,low,low,low,medium,123.229,255373,high
medium,high,low,low,low,medium,medium,140.009,228027,high
high,high,low,medium,low,low,medium,113.805,248440,high
high,high,low,low,low,low,high,120.008,217867,medium
high,high,low,low,medium,low,medium,118.193,257760,high
low,medium,low,low,low,low,low,117.363,269907,high
medium,high,low,low,low,low,medium,157.378,354774,high
high,medium,low,low,low,low,high,129.055,292373,medium
high,high,low,low,low,low,high,127.457,223694,medium
high,medium,low,medium,low,low,medium,81.998,209493,medium
high,high,low,low,low,low,high,101.152,177267,medium
medium,high,low,low,low,low,medium,84.786,202533,high
medium,medium,low,low,low,low,low,83.962,271813,high
high,high,low,low,low,low,high,128.521,200493,medium
medium,high,low,high,low,low,high,168.078,161560,low
medium,high,low,medium,low,low,medium,145.158,212147,medium
medium,medium,low,low,medium,low,medium,101.899,341030,low
medium,high,low,low,high,low,medium,171.966,357710,low
high,medium,low,medium,low,low,medium,82.97,217768,low
medium,high,low,low,high,low,high,156.009,226887,low
medium,high,low,low,low,low,high,135.04,186013,medium
high,high,low,low,low,low,medium,101.858,304733,medium
medium,high,low,low,low,medium,medium,154.023,275013,medium
high,medium,low,medium,low,low,medium,97.021,278173,medium
high,high,low,high,low,low,high,127.331,202333,low
medium,high,low,low,low,low,low,160.125,299934,medium
medium,high,low,low,low,low,low,115.003,226593,low
